"site_id","transect_id","site_in_transect","x","y","location_code","land_cover","mgmt_unit","canopy_cover","ndvi","dist_to_water_m","elevation_m","shrub_height_cm","passive_site","visual_scan_min","call_playback_min","track_survey_min","scat_survey_min","spotlight_min","total_effort_min","detected"
"T0185_06","T0185","06",29.4221961667042,82.4683308206476,"B/1182/N","Grassland","North",56.0450584119922,0.578311364140882,94,947,NA,TRUE,NA,0,0,0,0,0,0
"T0186_01","T0186","01",26.4833697581756,53.2584097523662,"D/1488/S","Woodland","Central",58.1430989775368,0.457303821415018,741,1039,92,TRUE,0,0,0,0,0,0,0
"T0186_02","T0186","02",30.4669030091409,41.7514568122499,"B/1210/N","Woodland","Central",0,0.250016428487274,1008,939,62,FALSE,2,19,2,12,23,58,0
"T0187_01","T0187","01",84.8719160398457,87.4965147778832,"E/1349/N","Riparian","South",70.1277565272807,0.602976177842532,355,815,111,FALSE,8,2,3,16,4,33,1
"T0188_01","T0188","01",17.0250560145028,40.2299456042996,"C/1515/N","Riparian","South",52.1003479969322,0.573149554932605,373,832,5,TRUE,0,0,0,0,0,0,0
"T0189_01","T0189","01",7.95238344726589,94.6586077062492,"A/578/S","Riparian","North",36.5395376507789,0.449276881638653,535,664,23,TRUE,0,0,0,0,0,0,0
"T0190_01","T0190","01",43.5208351129627,25.3453904367539,"B/333/S","Grassland","North",18.4257383592947,0.259949350908164,432,1025,71,TRUE,0,0,0,0,0,0,0
"T0191_01","T0191","01",38.1963396877972,56.0428450339965,"A/439/S","Shrubland","Central",33.0915900608688,0.396611546997894,487,979,47,FALSE,4,6,2,8,11,31,1
"T0191_02","T0191","02",46.0622466004554,54.0104759493223,"F/176/N","Shrubland","Central",34.9016216079439,0.365658092511395,631,1110,5,FALSE,14,3,9,15,11,52,1
"T0191_03","T0191","03",42.0468105322435,51.5264668677774,"E/971/S","Shrubland","Central",20.3444430300057,0.197745469082438,253,631,65,NA,11,13,39,12,2,77,1
"T0191_04","T0191","04",40.4784822582488,48.6627067608968,"F/1445/S","Shrubland","Central",43.9693731033007,0.521674787985594,297,1082,76,FALSE,22,8,12,5,2,49,0
"T0192_01","T0192","01",10.5594356302265,33.8452549818356,"D/878/S","Woodland","North",60.3777801571324,0.556304556535586,208,871,34,FALSE,36,42,1,9,3,91,0
"T0193_01","T0193","01",21.1092468275297,0.192269890579908,"A/832/S","Grassland","Central",59.6986001154601,0.569191638066762,255,1064,91,FALSE,37,23,62,8,6,136,1
"T0193_02","T0193","02",17.3199820446788,0,"E/1669/N","Grassland","Central",14.2123828898529,0.205860077361995,66,952,82,TRUE,0,0,0,0,0,0,1
"T0193_03","T0193","03",10.6285405329748,2.36914333653191,"F/32/S","Grassland","Central",33.2022760805727,0.418138435601493,36,681,134,FALSE,2,20,27,2,8,59,1
"T0194_01","T0194","01",89.0662630678715,20.7552693501399,"E/921/S","Riparian","South",14.9601305402321,0.251723569870057,36,799,63,FALSE,3,0,1,20,18,42,1
"T0195_01","T0195","01",33.1105516505853,33.7744595792418,"F/238/N","Grassland","Central",47.4592904015495,0.478045498676754,193,707,57,TRUE,0,0,0,0,0,0,1
"T0195_02","T0195","02",35.068087154095,32.3000266857006,"A/1669/S","Grassland","Central",41.6847050852436,0.391050088142075,248,875,47,FALSE,14,0,9,10,4,37,1
"T0195_03","T0195","03",30.1810283468256,32.7041825680532,"F/797/N","Grassland","Central",67.0309208348869,0.615440051066017,111,685,58,FALSE,49,20,31,10,NA,124,1
"T0195_04","T0195","04",28.5939346184659,26.7129302947204,"A/1446/N","Grassland","Central",21.0421217375423,0.323434588244265,432,785,95,FALSE,11,0,28,3,36,78,0
"T0195_05","T0195","05",27.4819650170433,29.5279016711167,"A/257/N","Grassland","Central",9.55557592131487,0.262636271762192,12,NA,56,TRUE,0,0,0,0,0,0,0
"T0196_01","T0196","01",32.2596992754437,66.9925376617592,"E/194/N","Woodland","South",25.241222068123,0.490433792663304,703,791,43,TRUE,0,0,0,0,0,0,0
"T0196_02","T0196","02",33.5445483315223,64.1751387233386,"B/469/S","Woodland","South",56.72012507964,0.546644581766911,195,961,69,FALSE,7,32,6,8,7,60,0
"T0196_03","T0196","03",29.4742922579649,63.7251270373167,"B/283/N","Woodland","South",48.2737244198231,0.461385101297858,116,1266,69,FALSE,71,2,21,16,17,127,0
"T0197_01","T0197","01",15.7274972372931,25.2364423021494,"F/872/N","Grassland","Central",63.9956798365156,0.583491700657648,243,1039,58,FALSE,15,13,9,13,1,51,1
"T0197_02","T0197","02",12.0973409202179,18.4884789908154,"B/1797/N","Grassland","Central",32.0886106739175,0.315777650805572,1751,691,33,FALSE,9,12,13,16,21,71,1
"T0198_01","T0198","01",49.3055833223219,51.7745153978759,"B/1006/S","Grassland","Central",22.5505833916007,0.33742647277731,1351,1179,55,FALSE,8,49,15,16,4,92,0
"T0199_01","T0199","01",62.2461556582126,36.6751468887596,"D/495/S","Grassland","South",93.5791721094025,0.72031737758512,390,685,45,FALSE,6,17,20,1,11,55,1
"T0199_02","T0199","02",65.1553297704458,35.8670544809482,"A/337/S","Grassland","South",29.3838674147835,0.368456462521372,374,720,27,FALSE,14,26,12,6,8,66,0
"T0199_03","T0199","03",63.5578907252566,35.2711513171778,"D/888/S","Grassland","South",31.7660882943442,0.439606701496249,782,1019,66,FALSE,5,7,23,15,19,69,1
"T0200_01","T0200","01",15.9926885352449,1.20566095704996,"E/1207/S","Shrubland","South",72.8198306677408,0.62707572570418,9,1090,111,TRUE,0,0,0,0,0,0,1
"T0201_01","T0201","01",84.6429450074635,85.364508270166,"F/203/S","Woodland","Central",0.934753175024021,0.223651589493735,369,NA,75,FALSE,3,17,7,7,1,35,0
"T0201_02","T0201","02",96.0963866235203,88.077739780297,"F/204/S","Woodland","Central",34.7314846902645,0.416334114498775,277,950,99,FALSE,6,26,12,25,19,88,1
"T0201_03","T0201","03",86.9473542167806,87.3657430285768,"C/1364/N","Woodland","Central",50.2413129811888,0.612036082548898,366,1064,24,TRUE,0,0,0,0,0,0,0
"T0201_04","T0201","04",90.8837270155065,88.434980083952,"B/811/S","Woodland","Central",71.5714141377532,0.695920082704042,52,990,62,FALSE,4,23,NA,16,11,54,0
"T0201_05","T0201","05",88.1760146867589,83.2326635015661,NA,"Woodland","Central",42.7415258530723,0.474815332286617,329,1021,88,FALSE,8,2,20,38,54,122,1
"T0202_01","T0202","01",62.1897777974706,55.9184534700682,"C/1268/N","Grassland","North",44.3797221154493,0.404244925037194,372,1091,46,FALSE,1,0,39,4,36,80,1
"T0202_02","T0202","02",63.3484128973584,53.6221737609585,"E/1667/S","Grassland","North",11.9022627476304,0.368371319443815,173,962,56,FALSE,2,8,16,41,20,87,1
"T0203_01","T0203","01",31.2775451182078,30.2601651592177,"C/1012/S","Shrubland","Central",64.7942150572909,0.644020779062622,56,1034,73,FALSE,6,54,78,0,12,150,1
"T0204_01","T0204","01",100,72.6341133534132,"F/1064/S","Grassland","South",27.7786670887387,0.362886887624935,92,1013,12,TRUE,0,0,0,0,0,0,0
"T0205_01","T0205","01",36.5331251364731,22.0172216971959,"B/215/S","Riparian","Central",32.9795991071339,0.387112470004003,429,632,0,TRUE,0,0,0,0,0,0,0
"T0205_02","T0205","02",39.7666652852574,21.3355238567932,"F/744/N","Riparian","Central",43.4281435303462,0.414037337409288,124,1020,56,FALSE,4,27,11,5,17,64,1
"T0205_03","T0205","03",39.0676757095113,24.7695491923407,"C/704/S","Riparian","Central",34.9508818719379,0.415643508849529,368,958,16,TRUE,0,0,0,0,0,0,0
"T0205_04","T0205","04",40.9620476992245,22.5763505375096,"F/1234/S","Riparian","Central",59.4737632207819,0.619116286822801,1179,809,60,FALSE,60,2,10,19,12,103,1
"T0205_05","T0205","05",39.6716576369553,28.3910269973715,"E/132/N","Riparian","Central",NA,NA,1006,980,106,FALSE,7,20,15,15,9,66,1
"T0205_06","T0205","06",40.5755286729441,22.3618903960266,"E/1602/S","Riparian","Central",32.8341146420417,0.380477690670115,16,860,88,TRUE,0,0,0,0,0,0,0
"T0205_07","T0205","07",39.9991537769983,19.4960014619038,"F/1589/N","Riparian","Central",78.9523763433995,0.686792230008094,213,888,80,FALSE,27,3,4,2,14,50,1
"T0206_01","T0206","01",74.9792088437162,49.9407794281853,"E/601/S","Grassland","South",56.600907213067,0.581894171018365,437,922,104,TRUE,0,0,0,0,0,0,0
"T0206_02","T0206","02",79.4953320949554,45.6878056195266,"D/1297/N","Grassland","South",35.5052041067295,0.413389983711135,247,970,49,TRUE,0,0,0,0,0,0,0
"T0207_01","T0207","01",13.3800321652856,72.3586682630918,"E/1606/N","Grassland","Central",42.5629769239723,0.491943895106844,402,625,50,NA,37,31,35,21,3,127,1
"T0208_01","T0208","01",100,70.2791142744798,"D/462/S","Riparian","South",25.4621287343833,0.295510915004705,818,1126,59,TRUE,0,0,0,0,0,0,0
"T0208_02","T0208","02",96.4545500183699,74.9636315798334,"B/586/N","Riparian",NA,72.5749933594985,0.646197681403808,389,1045,83,FALSE,24,6,2,NA,12,48,1
"T0208_03","T0208","03",98.0582930215388,68.7512947788895,"B/901/S","Riparian","South",34.8178793685909,0.445623606330021,201,1019,106,FALSE,29,5,38,20,40,132,1
"T0209_01","T0209","01",86.3838425014792,67.5095796792238,"E/849/S","Grassland","North",23.6793143481745,0.287205866822467,127,943,53,FALSE,1,4,14,34,4,57,1
"T0210_01","T0210","01",60.224498969774,84.5318305768774,"B/403/S","Grassland","North",30.5791773062106,0.291406262325445,1466,1025,170,TRUE,0,0,0,0,0,0,1
"T0210_02","T0210","02",59.0327715716299,84.9443112583669,"A/977/S","Grassland","North",23.3923225043399,0.283467422910421,5,NA,131,TRUE,0,0,0,NA,0,0,1
"T0211_01","T0211","01",70.2322817308683,40.1507701568603,"E/462/N","Woodland","Central",NA,0.450339477281072,151,945,46,FALSE,3,16,20,2,11,52,1
"T0211_02","T0211","02",68.6083238610151,36.2846990087541,"F/123/N","Woodland","Central",30.4126327893869,0.349852992279247,1720,1008,49,FALSE,25,27,8,24,2,86,0
"T0212_01","T0212","01",16.6234998564939,82.1485726073248,"D/1421/S","Shrubland","South",55.9281055782633,0.539886230242463,630,666,62,FALSE,19,23,0,6,7,55,0
"T0212_02","T0212","02",18.7904402008778,88.9369065782314,"C/956/S","Shrubland","South",42.3964939081562,0.430056233950698,515,1092,49,FALSE,2,NA,0,NA,13,73,0
"T0212_03","T0212","03",13.9598461458356,85.8357255652304,"B/370/N","Shrubland","South",16.1321030368382,NA,625,679,33,TRUE,0,0,0,0,0,0,0
"T0213_01","T0213","01",10.3825267521908,66.3023157139483,"E/667/S","Woodland","South",69.4564348550646,0.516786130663141,235,525,108,FALSE,35,2,20,6,18,81,1
"T0213_02","T0213","02",7.76138475467145,68.1542192947472,"C/506/S","Woodland","South",58.822859408205,0.483669899831322,352,1046,71,FALSE,3,7,12,18,5,45,1
"T0214_01","T0214","01",11.5189446874564,1.98503595168202,"D/308/N","Grassland","South",44.822756916627,0.427644188667849,66,819,76,TRUE,0,0,0,0,0,0,1
"T0215_01","T0215","01",93.3880926849835,67.6154679579125,"B/1306/N","Shrubland","South",50.0247365829891,0.495483385653715,873,1033,20,TRUE,0,0,0,0,0,0,0
"T0216_01","T0216","01",51.408086277162,36.885245525492,"D/255/N","Woodland","Central",62.4746547848902,0.478242450884235,799,750,19,TRUE,0,0,0,0,0,0,0
"T0216_02","T0216","02",53.2643097639676,43.7078277043131,"A/1150/N","Woodland","Central",48.3774552664175,0.556420098193684,301,802,70,TRUE,0,0,0,0,0,0,0
"T0216_03","T0216","03",53.5077091771673,43.4141937731358,"D/1334/N","Woodland","Central",62.9149005278813,NA,266,777,86,FALSE,9,7,7,4,9,36,1
"T0216_04","T0216","04",56.0715351180643,46.6696522924953,"C/522/S","Woodland","Central",54.9751553444264,0.538372857244319,271,945,95,FALSE,8,24,0,8,16,56,0
"T0216_05","T0216","05",50.0984262816492,50.0417406690651,"C/1103/N","Woodland","Central",37.6376682390993,0.346841167006352,1245,1013,52,FALSE,14,14,1,5,12,46,0
"T0216_06","T0216","06",55.9122305427698,46.448175475518,"C/22/S","Woodland","Central",63.9346762472824,0.637460147848075,869,1413,59,TRUE,0,0,0,0,0,0,0
"T0217_01","T0217","01",6.74687378125633,69.0146472694095,"A/1303/S","Grassland","North",4.46563833987776,0.245547193107492,498,995,22,NA,50,13,3,1,4,71,1
"T0218_01","T0218","01",14.4582899454466,16.9338686978554,"F/361/S","Grassland","Central",41.4765825330713,0.457955322816396,1045,1131,22,FALSE,29,11,1,15,15,71,0
"T0219_01","T0219","01",12.8074456222133,28.121481872717,"D/1641/N","Riparian","South",31.2927512863036,0.367026091435567,509,1258,25,FALSE,22,5,6,5,1,39,0
"T0220_01","T0220","01",32.2382622675803,50.4984105301399,"F/848/S","Grassland","North",54.8598653316211,0.636542999370948,568,1068,58,FALSE,45,10,87,3,25,170,1
"T0220_02","T0220","02",29.2672294388637,51.7118089611337,"F/1558/N","Grassland","North",43.7124972607328,0.421652149792365,166,972,94,FALSE,8,5,3,52,14,82,1
"T0220_03","T0220","03",31.7894068117861,48.8404022284905,"A/460/S","Grassland","North",64.9327680314532,0.606995396851021,23,970,104,FALSE,12,2,3,4,21,42,1
"T0221_01","T0221","01",4.86503030374585,79.3807803361938,"D/684/S","Riparian","South",42.2974872984593,0.453538596362176,134,861,73,NA,0,0,0,0,0,0,0
"T0221_02","T0221","02",5.08608014216636,81.8787194420943,"C/58/N","Riparian","South",NA,0.577599534209301,356,1149,103,FALSE,0,11,13,2,45,71,0
"T0221_03","T0221","03",13.565914198767,72.3067648024224,NA,"Riparian","South",51.5651155352133,0.47207882538289,51,1093,64,TRUE,0,0,0,0,0,0,0
"T0221_04","T0221","04",5.33115783688568,76.7157213958739,"F/1413/N","Riparian","South",69.4702389889625,0.687851185276562,808,604,0,FALSE,23,11,53,31,19,137,1
"T0221_05","T0221","05",4.84889237901906,81.0677968391878,"F/86/S","Riparian","South",28.8264774770344,0.379293665452694,670,765,103,TRUE,0,0,0,0,0,0,0
"T0222_01","T0222","01",63.3481720069953,36.3527515571246,"B/1727/N","Woodland","South",75.954800711005,0.645044890644343,1447,878,52,TRUE,0,0,0,0,0,0,0
"T0222_02","T0222","02",61.3488926381242,35.5800886829619,"C/1445/S","Woodland","South",26.6213330903729,0.439933244346203,187,619,45,FALSE,8,10,33,4,10,65,1
"T0223_01","T0223","01",10.1882188721679,4.43592085529183,"F/1658/S","Woodland","Central",18.1435793340862,0.378899091061918,696,826,14,FALSE,1,45,4,26,29,105,0
"T0224_01","T0224","01",71.4599174303502,36.7389219582434,"D/62/N","Riparian","Central",63.8741008390511,0.552909399897214,1104,1049,84,FALSE,7,10,6,33,0,56,1
"T0224_02","T0224","02",73.5635118182176,29.9525175028986,"C/1328/N","Riparian","Central",49.4252125160142,0.471356453808826,225,877,94,FALSE,3,0,9,9,47,68,1
"T0225_01","T0225","01",34.0368294910114,68.0589647151452,"A/272/S","Woodland","North",30.5084138013773,0.327392445500195,221,1136,63,FALSE,2,47,10,2,26,87,1
"T0226_01","T0226","01",92.4699293500802,89.4385921720442,"D/801/S","Grassland","South",66.5423504646092,0.579382008843852,152,928,63,FALSE,1,10,0,4,9,24,1
"T0226_02","T0226","02",87.2318298931113,88.7318730763463,"B/1687/S","Grassland","South",51.5180576734092,0.48346024230739,63,1092,134,FALSE,5,10,14,8,4,41,1
"T0226_03","T0226","03",87.530239484462,87.813990663361,"B/637/N","Grassland","South",23.8607378195934,0.348896722522398,19,597,0,FALSE,13,22,0,1,48,84,0
"T0226_04","T0226","04",85.6206974573721,86.0312122877448,"F/993/S","Grassland","South",46.0725661370691,0.526314287859983,1279,911,0,TRUE,0,0,0,0,0,0,0
"T0226_05","T0226","05",86.2669338430652,88.3801252726078,"D/1307/N","Grassland","South",39.125818158614,0.428410738174779,748,950,62,FALSE,26,4,0,21,18,69,0
"T0227_01","T0227","01",67.4135751301515,66.1107037856962,NA,"Grassland","North",18.63987896378,0.324119824549608,100,983,52,FALSE,5,27,20,3,16,71,1
"T0228_01","T0228","01",9.15338017656204,4.23695802452801,"F/698/S","Woodland","North",52.4638312392803,0.446747532086574,168,891,53,TRUE,0,0,0,0,0,0,0
"T0229_01","T0229","01",23.6573676842902,100,"D/338/N","Grassland","South",45.351226571561,0.403093061709612,820,990,62,FALSE,1,9,14,14,19,57,1
"T0229_02","T0229","02",23.8713912704992,99.5844518190331,"E/692/N","Grassland","South",44.6888189798738,0.435415226047759,129,791,79,FALSE,0,23,7,12,13,55,0
"T0229_03","T0229","03",28.1756422481922,98.9676397897923,"B/27/S","Grassland","South",25.5478089254172,0.390560849225243,973,1051,21,FALSE,3,4,28,6,3,44,0
"T0229_04","T0229","04",26.4468507808723,96.9662686576765,"C/195/S","Grassland","South",38.9955347496488,0.457992832737146,80,826,106,TRUE,0,0,0,0,0,0,0
"T0229_05","T0229","05",22.2272708090495,97.128855400408,"D/28/S","Grassland","South",32.4904792560668,0.505589279601342,150,1172,85,FALSE,2,14,9,52,5,82,0
"T0230_01","T0230","01",15.6106942885647,80.0393008606685,"F/1100/N","Grassland","North",21.3027644371406,0.346802661766351,291,916,25,FALSE,4,21,37,32,NA,109,0
"T0231_01","T0231","01",42.8674906673349,57.3805616562799,"A/305/N","Riparian","North",37.2919481817962,0.442922529681473,157,872,14,FALSE,32,5,8,19,7,71,0
"T0231_02","T0231","02",41.955024112971,61.5772396206066,"E/938/N","Riparian","North",13.2910374512067,0.226283708800125,360,921,58,FALSE,1,13,13,20,9,56,1
"T0231_03","T0231","03",40.3456127802154,57.2352866698662,"C/661/S","Riparian","North",41.559220368645,0.426065043765845,NA,945,37,TRUE,0,0,0,0,0,0,0
"T0231_04","T0231","04",42.4499684539869,56.3090932122225,"F/1770/S",NA,"North",6.48261861909116,0.256421868681674,1467,695,36,FALSE,22,7,6,5,3,43,0
"T0232_01","T0232","01",24.0574740154486,51.2706367298074,"B/627/N","Shrubland","South",38.9628149047062,0.436461339284389,1333,985,NA,FALSE,10,14,5,25,3,57,0
"T0233_01","T0233","01",35.8727705016497,53.0375901711206,"A/968/N","Shrubland","North",41.0401830308024,0.490168830937563,2317,1281,80,FALSE,20,1,6,8,10,45,0
"T0234_01","T0234","01",51.876341998473,42.8377720671332,"C/1095/S","Grassland","Central",0,0.1889423802072,809,820,43,FALSE,9,8,70,4,10,101,0
"T0235_01","T0235","01",87.6302605639573,90.2186488750155,"A/1510/S","Grassland","Central",79.7904994043532,0.711725375129173,250,1020,55,FALSE,27,5,26,1,8,67,0
"T0235_02","T0235","02",90.7153505055578,87.180305780957,"E/1649/N","Grassland","Central",49.3581890348237,0.554178444873364,NA,998,18,FALSE,10,8,35,10,NA,82,0
"T0236_01","T0236","01",73.7273879160492,87.0189500591285,"A/1420/S","Grassland","North",24.5167362322811,0.388167039507314,448,678,79,FALSE,4,12,2,23,35,76,0
"T0236_02","T0236","02",72.8441566501736,88.0661255334414,"F/832/S","Grassland","North",76.4440911781052,0.684042609628337,17,830,46,FALSE,13,15,12,4,2,46,1
"T0236_03","T0236","03",73.626714451795,87.7644335195572,"F/700/S","Grassland","North",70.7552096464083,0.631516811212058,883,973,44,TRUE,0,0,0,0,0,0,1
"T0236_04","T0236","04",71.0282732027857,88.1460667538817,"A/1105/S","Grassland","North",6.12748351356612,0.211916163068886,475,960,37,TRUE,0,0,0,0,0,0,0
"T0237_01","T0237","01",99.4624616737828,78.0473066761622,"D/3/S","Riparian","North",39.2152634887646,0.313978805227303,126,1055,51,FALSE,20,6,4,4,59,93,1
"T0237_02","T0237","02",97.9947087983243,77.716669483218,"E/846/S","Riparian","North",22.9347875396115,0.382115989873056,56,973,5,FALSE,13,8,33,2,38,94,1
"T0237_03","T0237","03",97.9594722956888,77.4826342145519,"D/1038/N","Riparian","North",51.4767705380044,0.603349938663811,23,938,70,FALSE,24,7,29,NA,2,81,1
"T0238_01","T0238","01",4.60711031409512,63.3649114726194,"E/507/N","Shrubland","North",0.713570941962949,0.196202074361731,1580,1022,105,NA,0,0,NA,0,0,0,0
"T0239_01","T0239","01",14.7113092442871,49.5027066197973,"F/1076/N","Grassland","North",71.2961236545272,0.69751986736503,84,919,19,FALSE,8,10,6,5,NA,33,1
"T0239_02","T0239","02",10.5085225481769,49.564125203773,"C/1007/S","Grassland","North",14.8284111617946,0.213027666141312,206,816,61,TRUE,0,0,0,0,0,0,0
"T0239_03","T0239","03",14.9027854130283,50.6552413706798,"C/69/N","Grassland","North",31.3103741625497,0.312454688314287,224,633,78,TRUE,0,0,0,0,0,0,0
"T0240_01","T0240","01",88.9873077962486,72.1517812005463,"D/1279/N","Grassland","North",48.3261723139086,0.488847698022203,299,819,27,FALSE,2,17,7,5,15,46,1
"T0240_02","T0240","02",90.4777605913171,75.144744011295,"A/974/N","Grassland","North",66.2135140745031,0.607715124517984,393,1158,42,FALSE,31,30,10,5,1,77,1
"T0240_03","T0240","03",87.3179185146235,71.9173467124245,"E/949/N","Grassland","North",32.4164623288645,0.40999933998688,53,1073,111,FALSE,2,22,43,2,10,79,1
"T0241_01","T0241","01",94.1891395737433,47.7185923155136,"A/1539/S","Grassland","South",35.1231054064243,0.380667507025492,321,677,44,FALSE,14,10,3,9,63,99,1
"T0241_02","T0241","02",93.6684590789496,47.1649059713805,"C/940/S","Grassland","South",65.3551727154153,0.724682606197938,350,1027,78,FALSE,14,11,3,2,1,31,0
"T0241_03","T0241","03",100,51.8229727629276,"E/918/N","Grassland","South",76.1975060872807,0.613856549289502,588,823,68,FALSE,0,4,9,1,8,22,1
"T0242_01","T0242","01",52.5602918522864,60.9277967213435,"A/137/N","Shrubland","Central",57.3575279127516,0.506582506768932,118,938,NA,TRUE,0,0,0,0,0,0,0
"T0243_01","T0243","01",99.0237043665843,61.8284529946092,"B/1109/N","Shrubland","North",42.0216853836118,0.490047746067547,855,805,72,FALSE,18,8,15,2,1,44,1
"T0243_02","T0243","02",94.5908927705003,54.6164349481674,"C/1639/S","Shrubland","North",42.6433617450853,0.469939330177138,98,693,93,FALSE,4,36,14,2,1,57,1
"T0244_01","T0244","01",82.6735051119208,70.3822779713343,"D/20/S","Grassland","South",25.6604444961257,0.231248938579522,99,989,81,TRUE,0,0,NA,0,0,0,0
"T0245_01","T0245","01",59.0480939776136,11.3173388911309,"E/1284/S","Grassland","Central",10.1565023053199,0.287398918969648,492,836,34,TRUE,0,0,0,0,0,0,0
"T0245_02","T0245","02",58.6043219342916,17.1843384031963,"E/1404/S","Grassland","Central",68.5500012870338,0.60748387823833,473,989,49,FALSE,16,3,51,28,4,102,1
"T0245_03","T0245","03",59.1367488828243,14.4440992917384,"A/1734/N","Grassland","Central",40.1543026930837,0.450285341271272,1315,926,25,TRUE,0,0,0,0,0,0,0
"T0246_01","T0246","01",51.8676931503988,30.6196417610575,"E/1225/N","Grassland","North",64.4782373671771,0.604549015497298,373,1056,55,FALSE,2,15,8,0,8,33,1
"T0246_02","T0246","02",45.2226883889395,34.4928239033263,"F/1721/N","Grassland","North",80.1891862059677,0.694378440553043,502,687,37,FALSE,23,15,12,4,9,63,1
"T0247_01","T0247","01",78.6503326530811,81.2085958092724,"F/977/S","Grassland","North",40.4595947927295,0.446371661311897,211,1234,76,FALSE,1,13,42,12,27,95,1
"T0248_01","T0248","01",31.1161104594198,86.3600672756144,"E/1375/S","Shrubland","South",50.2408535105586,0.47347064924907,679,911,35,FALSE,3,3,8,8,24,46,0
"T0248_02","T0248","02",31.7319984428644,88.553872909732,"F/298/S","Shrubland","South",20.2708745398494,0.350984574060979,334,670,63,TRUE,0,0,0,0,0,0,0
"T0248_03","T0248","03",31.9944662691814,92.5613058883768,"E/664/S","Shrubland","South",49.0678186802161,0.62449408503713,13,869,54,NA,23,14,6,1,23,67,0
"T0248_04","T0248","04",28.6724383780643,91.6478996083679,"D/48/S","Shrubland","South",31.6296282956058,0.37839088062621,241,922,33,FALSE,27,6,31,2,18,84,0
"T0248_05","T0248","05",31.2869471784023,87.6932200118828,"A/994/S","Shrubland","South",21.0693887382578,0.364590995122501,113,927,33,FALSE,15,9,19,3,9,55,0
"T0248_06","T0248","06",29.7083871796034,88.0188802298753,"F/1211/N","Shrubland","South",38.3610513916308,0.445584283036541,590,699,97,TRUE,0,0,0,0,0,0,0
"T0248_07","T0248","07",29.8053692019844,85.643470127718,NA,"Shrubland","South",17.9989541906132,0.37236624588024,46,863,74,FALSE,42,5,9,35,22,113,0
"T0249_01","T0249","01",2.34317083424455,30.8793250371524,"D/1162/S","Grassland","South",45.7716738829214,0.494079709910609,243,780,21,TRUE,0,0,0,0,0,0,0
"T0249_02","T0249","02",3.0777270977126,27.1794467495643,"F/985/S","Grassland","South",42.9555977705301,0.44367481751762,61,714,50,FALSE,43,26,8,38,12,127,1
"T0249_03","T0249","03",5.45637887139444,26.7455811780098,"A/1569/S","Grassland","South",54.6867885324211,0.513125590382319,375,939,29,FALSE,4,9,15,9,3,40,0
"T0249_04","T0249","04",1.97012105259825,30.2077689704548,"E/700/N","Grassland","South",47.8584548507196,0.530325832949082,340,831,24,FALSE,4,8,1,5,10,28,0
"T0249_05","T0249","05",2.54738699925004,29.7210513709323,"A/311/N","Grassland","South",14.3438986931011,0.291880230094271,20,1194,23,FALSE,1,3,8,2,44,58,0
"T0249_06","T0249","06",0.694385497603298,27.5583647875476,"D/447/N","Grassland","South",0,0.25370349409636,78,698,106,FALSE,12,13,2,46,19,92,0
"T0249_07","T0249","07",7.04990092456608,29.054964330799,"C/926/N","Grassland","South",61.6314540966933,0.503707149310006,937,778,74,FALSE,21,55,26,33,16,151,1
"T0249_08","T0249","08",6.5788442061673,26.3519631333098,"C/1259/S","Grassland","South",56.6393822605676,0.594618565844781,74,796,20,TRUE,0,0,0,0,0,0,1
"T0250_01","T0250","01",4.69505172056443,91.3435727435377,"A/189/S","Grassland","Central",49.5622142954957,0.577320706804355,155,797,88,FALSE,27,5,5,11,2,50,0
"T0250_02","T0250","02",10.21448138559,88.9632372951971,"D/1644/S","Grassland","Central",17.6143085149727,0.325044781985534,54,903,46,TRUE,0,0,0,0,0,0,0
"T0250_03","T0250","03",5.91300176559187,94.0262199481377,"E/1115/S","Grassland","Central",22.1987186269474,0.355255651960463,474,945,113,FALSE,3,26,24,10,12,75,0
"T0250_04","T0250","04",9.07841113304164,90.9544977225479,"B/1126/N","Grassland","Central",25.4746893069832,0.469606593590842,23,710,72,FALSE,16,1,1,3,34,55,0
"T0250_05","T0250","05",7.24162975342708,93.7629295966819,"D/1796/N","Grassland","Central",41.6016049922502,0.523825771001752,243,886,94,FALSE,1,0,32,2,7,42,0
